Date,portfolio_return
2023-10-18,0.00010876794800518397
2023-10-19,0.00043662382998976845
2023-10-20,0.00021788750121309874
2023-10-23,0.00010924908179532622
2023-10-24,0.00010895512412001374
2023-10-25,0.00010903725182509483
2023-10-26,0.0004361014559961518
2023-10-27,0.00032665167657697225
2023-10-30,0.0001093179153750512
2023-10-31,0.0
2023-11-01,-0.0003832115253012949
2023-11-02,0.01981861630434052
2023-11-03,0.012971519132190634
2023-11-06,-0.004032924739832588
2023-11-07,-0.012619529188279266
2023-11-08,0.0027832682299377964
2023-11-09,-0.006003405074157798
2023-11-10,0.012839558695655473
2023-11-13,-0.0005022637797572171
2023-11-14,0.02573690506634061
2023-11-15,8.200992476275083e-05
2023-11-16,-0.002062329539882768
2023-11-17,0.00044098820830749117
2023-11-20,0.011886986578926085
2023-11-21,-0.005761654361965562
2023-11-22,0.0011817111320437056
2023-11-24,-0.0008598239430218424
2023-11-27,-0.0018992370045294083
2023-11-28,0.005632036582920374
2023-11-29,-0.0023137558514224167
2023-11-30,-0.0020448065004855342
2023-12-01,0.008826099560883123
2023-12-04,-0.013053196932116177
2023-12-05,0.001099285392803316
2023-12-06,-0.007170222511001741
2023-12-07,0.02043103633390254
2023-12-08,0.0067324789693571085
2023-12-11,0.015029470954916259
2023-12-12,0.012933040852641546
2023-12-13,0.020400364891586115
2023-12-14,0.0025019930202397275
2023-12-15,0.0023861526717120604
2023-12-18,0.005169774562909035
2023-12-19,0.00570736359820827
2023-12-20,-0.015162196719041298
2023-12-21,0.01128571243659906
2023-12-22,0.0025657062841558664
2023-12-26,0.006329315422299953
2023-12-27,0.0017728645851623924
2023-12-28,-0.00021050312762641574
2023-12-29,-0.0033135146467764276
2024-01-02,-0.014145879414279937
2024-01-03,-0.012400621191214479
2024-01-04,-0.0024611232836076135
2024-01-05,0.0012396084496737458
2024-01-08,0.015037848601070668
2024-01-09,-9.651098496368262e-05
2024-01-10,0.006134591368553811
2024-01-11,0.0004304670530442588
2024-01-12,0.0001779519901667026
2024-01-16,-0.007660109593971788
2024-01-17,-0.008210357474355955
2024-01-18,0.01308867510256697
2024-01-19,0.01676895919688024
2024-01-22,-0.001001335623367672
2024-01-23,0.004637028502468388
2024-01-24,0.0065245161581556806
2024-01-25,-6.423846810990088e-05
2024-01-26,-0.0039603890068800164
2024-01-29,0.0074660260056880635
2024-01-30,-0.0007485819538381782
2024-01-31,-0.01927329078489699
2024-02-01,0.007329193369003129
2024-02-02,0.01076436865986148
2024-02-05,-0.001990601398884495
2024-02-06,0.00013964430862982717
2024-02-07,0.006880437843664433
2024-02-08,0.005288615448873557
2024-02-09,-0.00032017981923706564
2024-02-12,0.0020825791983715815
2024-02-13,-0.013411480687386845
2024-02-14,0.006248978094859669
2024-02-15,0.012923375940938087
2024-02-16,-0.0057008963054548945
2024-02-20,-0.00818209272413819
2024-02-21,0.005010849806045471
2024-02-22,0.018436315415106687
2024-02-23,-0.004464573902972812
2024-02-26,0.0011625538906626877
2024-02-27,-0.0003137274220890607
2024-02-28,-0.0037412746740690833
2024-02-29,0.006288325673053663
2024-03-01,0.013141576202927042
2024-03-04,-0.007973069684583644
2024-03-05,-0.0026588466469085427
2024-03-06,0.0044500667466861096
2024-03-07,0.011118330523900743
2024-03-08,-0.003662942402125769
2024-03-11,0.004731994550357798
2024-03-12,0.004721092637257729
2024-03-13,0.00499050348578587
2024-03-14,-0.004853891821590528
2024-03-15,0.0003300186179286957
2024-03-18,0.0018044114429957682
2024-03-19,0.003512242460399451
2024-03-20,0.010838737979531787
2024-03-21,0.006444995122253117
2024-03-22,-0.005088805302633647
2024-03-25,-0.002390677477197967
2024-03-26,-0.0019064646017365352
2024-03-27,0.010797914341946192
2024-03-28,0.00655172487090141
2024-04-01,0.0013684321288989663
2024-04-02,0.00653405543986083
2024-04-03,0.006163955003094745
2024-04-04,-0.0038894048415151873
2024-04-05,0.011981164112171427
2024-04-08,-0.004493152488885865
2024-04-09,-0.0007401322151317836
2024-04-10,-0.001573209711096846
2024-04-11,-0.001672113731581602
2024-04-12,0.00010904560334812352
2024-04-15,0.00021852593755244953
2024-04-16,0.00010900989221229729
2024-04-17,0.00010927302635677094
2024-04-18,0.0005455721394493906
2024-04-19,0.00010929312177077044
2024-04-22,0.00021782954023219503
2024-04-23,0.00010944054269312886
2024-04-24,0.0
2024-04-25,0.0015499592720826581
2024-04-26,0.00420019592207872
2024-04-29,0.004872744335327073
2024-04-30,-0.007958155362270337
2024-05-01,0.0015870793207680256
2024-05-02,0.00432752475545285
2024-05-03,0.005028617591267182
2024-05-06,0.002204425127376308
2024-05-07,0.002041521798352597
2024-05-08,-0.00160417105658055
2024-05-09,0.006608605731428941
2024-05-10,0.00018998941502017524
2024-05-13,0.0019937341527208386
2024-05-14,0.0037504932809358407
2024-05-15,0.004704917439113698
2024-05-16,-0.0032665138066085616
2024-05-17,0.007318399483478054
2024-05-20,-0.000566937765190767
2024-05-21,-0.0028369007868719546
2024-05-22,-0.006631105172737017
2024-05-23,-0.009515534511028973
2024-05-24,0.012982591257715953
2024-05-28,0.0021569089881340923
2024-05-29,-0.012700873729306431
2024-05-30,-0.007590853551297338
2024-05-31,0.004634975218780679
2024-06-03,0.0009531499727220161
2024-06-04,-0.001900659277143748
2024-06-05,0.02304764043794307
2024-06-06,0.00013693651175724015
2024-06-07,-0.005323123046036834
2024-06-10,0.0035921065861803806
2024-06-11,0.0073811967736930155
2024-06-12,0.015025162450294815
2024-06-13,0.00577157228999673
2024-06-14,0.0016888179647232926
2024-06-17,0.01622383751236302
2024-06-18,-0.00021191555616791605
2024-06-20,-0.008129870172745933
2024-06-21,-0.0032497569947773095
2024-06-24,-0.011558622202741543
2024-06-25,0.009034627076140202
2024-06-26,0.0012669618162561107
2024-06-27,0.0031331178539735264
2024-06-28,-0.005730854932910354
2024-07-01,0.002018508877177483
2024-07-02,0.013613306096223458
2024-07-03,0.010579873933071544
2024-07-05,0.009920172276024387
2024-07-08,0.0030447701908568646
2024-07-09,-0.004495404963307978
2024-07-10,0.014426277585908904
2024-07-11,-0.013541449822872611
2024-07-12,0.008834577567615335
2024-07-15,0.001186927575358225
2024-07-16,0.007989918822635559
2024-07-17,-0.026134049034647857
2024-07-18,-0.008307283126908073
2024-07-19,-0.011282883089882536
2024-07-22,0.014123478793115627
2024-07-23,-0.009150925353562232
2024-07-24,-0.005045372131740145
2024-07-25,0.011476894483296406
2024-07-26,0.00843678335461293
2024-07-29,-0.004440686215047252
2024-07-30,0.00800996761960695
2024-07-31,0.006688149567284763
2024-08-01,-0.017505879709376095
2024-08-02,-0.023013273159269022
2024-08-05,-0.02216470139784177
2024-08-06,-0.0017812695838843578
2024-08-07,0.00021832172123392724
2024-08-08,0.00010958801310989585
2024-08-09,0.00021834033567591504
2024-08-12,0.0003278447588344058
2024-08-13,0.00010924577062487728
2024-08-14,0.00010905358343316074
2024-08-15,0.0001093120433484085
2024-08-16,0.0005457796196501885
2024-08-19,0.0
2024-08-20,-0.01926074169743361
2024-08-21,0.005602993172981207
