model,signal_date,latest_data_date,source_input,raw_budget,total_budget_before_vol,realized_vol_now,vol_scale,total_budget_before_conviction,total_budget,tech_state,industrial_state,energy_state,transition_instability_z,opportunity_stability_z,leader_flip_4,signal_entropy,danger_transition,score_gap_inferred,instability_penalty,opportunity_bonus,conviction_scale,score_TQQQ,score_UXI,score_ERX,target_TQQQ,target_UXI,target_ERX,allowed_TQQQ,allowed_UXI,allowed_ERX,top_asset,second_asset,top_score,second_score,score_gap,overlay_fraction,growth_strength,soxx_strength,risk_off_strength,war_strength,industrial_strength,materials_strength,copper_strength,copper_3m_strength,usd_3m_strength,credit_strength,tech_real_economy_divergence,crash_pressure,adj_pred_QQQM,adj_pred_XLE,adj_pred_XSOE,adj_pred_XLI,adj_pred_XLB,raw_pred_QQQM,raw_pred_XLE,raw_pred_XSOE,raw_pred_XLI,raw_pred_XLB,exec_w_TQQQ,exec_w_UXI,exec_w_ERX,exec_w_QQQM,exec_w_XLE,exec_w_XSOE,exec_w_XLI,exec_w_XLB,exec_w_BIL,signal_w_QQQM,signal_w_XLE,signal_w_XSOE,signal_w_XLI,signal_w_XLB,signal_w_BIL
TRANSITION_CONVICTION_011_LIGHT_EXECUTION,2026-07-22,2026-07-22,model_c_plus_current_best_with_divergence_alerts_latest_recommendation.csv,0.04018582956924588,0.04018582956924588,0.16210182872466045,1.0,0.04018582956924588,0.029961309181259322,-2.3897591075568223,0.06677009067386537,0.1256620645569293,-0.05732147061270355,-2.108334715973397,1.0,0.340929858357647,0.10018122630319318,0.007958320106469,0.48209470024121337,0.08640556090812944,0.7455690103306625,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,XSOE,XLB,0.0123292858674328,0.0043709657609638,0.007958320106469,0.0,-2.37666350282542,-2.4057648466729806,1.1110971309039486,0.1933262531645066,-0.0809276287003534,0.1198053826106189,0.2366217042948618,0.1260584755162238,1.6726722401113947,0.2007102099318517,-2.461257227982472,-1.0323154844279037,0.0040673998122338,-0.0023943846514532,0.0123292858674328,0.0024893156319175,0.0043709657609638,0.0066337673087163,-0.0018921594530591,0.0159071434250246,0.004991092139578,0.0069288997795451,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.3,0.0
