model,annual_return,volatility,sharpe,max_drawdown,avg_turnover,start,end,days
FULL_UNIVERSE_EXPECTED_RETURNS_RESEARCH,0.7503609395812862,0.23848489385912872,3.146366746501432,-0.1682255012744729,1.2754375001315967,2023-10-18,2026-07-01,677
