signal_date,latest_data_date,top_asset,second_asset,top_score,second_score,score_gap,overlay_fraction,alert_level,growth_strength,soxx_strength,risk_off_strength,industrial_strength,materials_strength,copper_strength,credit_strength,tech_real_economy_divergence,crash_pressure,breakdown_score,soxx_5d,soxx_10d,soxx_dd_21,qqqm_5d,qqqm_10d,qqqm_dd_21,signal_w_QQQM,signal_w_XLE,signal_w_XSOE,signal_w_XLI,signal_w_XLB,signal_w_BIL,exec_w_TQQQ,exec_w_ERX,exec_w_UXI,exec_w_QQQM,exec_w_XLE,exec_w_XSOE,exec_w_XLI,exec_w_XLB,exec_w_BIL,raw_pred_QQQM,raw_pred_XLE,raw_pred_XSOE,raw_pred_XLI,raw_pred_XLB,adj_pred_QQQM,adj_pred_XLE,adj_pred_XSOE,adj_pred_XLI,adj_pred_XLB
2026-07-13,2026-07-13,XLB,QQQM,0.007759109331589286,0.005506238115736152,0.002252871215853134,0.0,NORMAL,-0.8543240595890069,-0.9278764320666136,-0.20844711006177857,-0.0574488785188842,-0.46153375272105124,-0.5357574722211189,0.30453525190853475,-0.5119528969886938,-0.3905505822179277,3.0,-0.04797857981035869,-0.06158256253092809,-0.15480683180757093,-0.014990560701026334,0.007252054521520668,-0.04193071464780018,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.005353970489781884,0.0027741548295988033,0.0071640966529529105,0.002623333702706411,0.00844558215912494,0.005506238115736152,0.0027741548295988033,0.005317852846681921,0.0021084790820546703,0.007759109331589286
