date,horizon_trading_days,with_emergency_return,without_emergency_return,effect
2025-06-18,5,-0.029671621237040147,-0.029671621237040147,0.0
2025-06-18,10,0.013956322628247975,0.013956322628247975,0.0
2025-06-18,21,0.03649219824347205,0.03649219824347205,0.0
2025-06-20,1,0.005653939919479045,0.005653939919479045,0.0
2025-06-20,2,-0.006430339922337214,-0.006430339922337214,0.0
2025-06-20,5,-0.007392997485445085,-0.007392997485445085,0.0
2025-06-20,10,0.021739891500518027,0.021739891500518027,0.0
2025-06-20,21,0.04924575134557441,0.04924575134557441,0.0
2025-06-23,1,-0.012016340176406848,-0.012016340176406848,0.0
2025-06-23,2,-0.021595744758721835,-0.021595744758721835,0.0
2025-06-23,5,-0.016967193992097562,-0.016967193992097562,0.0
2025-06-23,10,0.0029318878905959522,0.0029318878905959522,0.0
2025-06-23,21,0.04343806237688641,0.04343806237688641,0.0
2025-07-09,1,0.00707418091821399,0.00707418091821399,0.0
2025-07-09,2,0.01799911017926381,0.01799911017926381,0.0
2025-07-09,5,-0.0024777158343515238,-0.0024777158343515238,0.0
2025-07-09,10,0.013697696727838826,0.013697696727838826,0.0
2025-07-09,21,-0.00810273464859379,-0.00810273464859379,0.0
2025-07-10,1,0.010848187222006755,0.010848187222006755,0.0
2025-07-10,2,0.004798496068569413,0.004798496068569413,0.0
2025-07-10,5,-0.010435543768958944,-0.010435543768958944,0.0
2025-07-10,10,0.019968591979485195,0.019968591979485195,0.0
2025-07-10,21,-0.013008223692300813,-0.013008223692300813,0.0
2025-07-11,1,-0.0059847672775306116,-0.0059847672775306116,0.0
2025-07-11,2,-0.017043150961778886,-0.017043150961778886,0.0
2025-07-11,5,-0.011485815972405833,-0.011485815972405833,0.0
2025-07-11,10,0.0021704436461105203,0.0021704436461105203,0.0
2025-07-11,21,-0.013261895168576121,-0.013261895168576121,0.0
2025-07-14,1,-0.011124964004787796,-0.011124964004787796,0.0
2025-07-14,2,-0.014215084605449069,-0.014215084605449069,0.0
2025-07-14,5,-0.004375644584544647,-0.004375644584544647,0.0
2025-07-14,10,0.022242859378560187,0.022242859378560187,0.0
2025-07-14,21,-0.013189043175742321,-0.013189043175742321,0.0
2025-07-15,1,-0.003124884831935626,-0.003124884831935626,0.0
2025-07-15,2,-0.004081733588951475,-0.004081733588951475,0.0
2025-07-15,5,0.012951363435644625,0.012951363435644625,0.0
2025-07-15,10,0.02221298833954677,0.02221298833954677,0.0
2025-07-15,21,0.010958527749995062,0.010958527749995062,0.0
2025-07-16,1,-0.0009598481720095586,-0.0009598481720095586,0.0
2025-07-16,2,0.008806094573988066,0.008806094573988066,0.0
2025-07-16,5,0.016215590186759332,0.016215590186759332,0.0
2025-07-16,10,0.013909789587980947,0.013909789587980947,0.0
2025-07-16,21,0.019447294575750007,0.019447294575750007,0.0
2025-07-17,1,0.0097753255743811,0.0097753255743811,0.0
2025-07-17,2,0.010951685533374889,0.010951685533374889,0.0
2025-07-17,5,0.03072476538238278,0.03072476538238278,0.0
2025-07-17,10,-0.0009077535076637,-0.0009077535076637,0.0
2025-07-17,21,0.01919564291871856,0.01919564291871856,0.0
2025-07-18,1,0.001164971978617757,0.001164971978617757,0.0
2025-07-18,2,0.007256644891882269,0.007256644891882269,0.0
2025-07-18,5,0.013814935424472763,0.013814935424472763,0.0
2025-07-18,10,-0.018440824491936514,-0.018440824491936514,0.0
2025-07-18,21,0.005943849638315513,0.005943849638315513,0.0
2025-07-21,1,0.00608458454277061,0.00608458454277061,0.0
2025-07-21,2,0.006172653517358295,0.006172653517358295,0.0
2025-07-21,5,0.026735488960590637,0.026735488960590637,0.0
2025-07-21,10,-0.03669052117541127,-0.03669052117541127,0.0
2025-07-21,21,0.0017060439534626326,0.0017060439534626326,0.0
2025-07-22,1,8.753635225189349e-05,8.753635225189349e-05,0.0
2025-07-22,2,0.013392802991942343,0.013392802991942343,0.0
2025-07-22,5,0.00914320789548051,0.00914320789548051,0.0
2025-07-22,10,-0.028530926720844785,-0.028530926720844785,0.0
2025-07-22,21,-0.013423064116355521,-0.013423064116355521,0.0
2025-08-06,1,0.004892212384038475,0.004892212384038475,0.0
2025-08-06,2,0.0069960883872037805,0.0069960883872037805,0.0
2025-08-06,5,0.024868108646812992,0.024868108646812992,0.0
2025-08-06,10,0.013104375027522597,0.013104375027522597,0.0
2025-08-06,21,0.05194744139572194,0.05194744139572194,0.0
2025-08-07,1,0.0020936335034122955,0.0020936335034122955,0.0
2025-08-07,2,0.012704185995000561,0.012704185995000561,0.0
2025-08-07,5,0.025228548756429436,0.025228548756429436,0.0
2025-08-07,10,0.01048456359508343,0.01048456359508343,0.0
2025-08-07,21,0.05498405618450608,0.05498405618450608,0.0
2025-08-08,1,0.010588384295480147,0.010588384295480147,0.0
2025-08-08,2,0.004614414347340778,0.004614414347340778,0.0
2025-08-08,5,0.02185226502179627,0.02185226502179627,0.0
2025-08-08,10,0.01301510764589886,0.01301510764589886,0.0
2025-08-08,21,0.05905525876519668,0.05905525876519668,0.0
2025-08-11,1,-0.0059113780060950916,-0.0059113780060950916,0.0
2025-08-11,2,0.007084457446005388,0.007084457446005388,0.0
2025-08-11,5,0.007754498213767835,0.007754498213767835,0.0
2025-08-11,10,0.028291282837513254,0.028291282837513254,0.0
2025-08-11,21,0.05045784572769385,0.05045784572769385,0.0
2025-08-12,1,0.01307311558001123,0.01307311558001123,0.0
2025-08-12,2,0.018387319357189735,0.018387319357189735,0.0
2025-08-12,5,0.010652473434733079,0.010652473434733079,0.0
2025-08-12,10,0.03195432720865288,0.03195432720865288,0.0
2025-08-12,21,0.06686608275956685,0.06686608275956685,0.0
2025-08-13,1,0.005245627087967941,0.005245627087967941,0.0
2025-08-13,2,0.004032836132638495,0.004032836132638495,0.0
2025-08-13,5,-0.011478290250267142,-0.011478290250267142,0.0
2025-08-13,10,0.020268459235244007,0.020268459235244007,0.0
2025-08-13,21,0.06147804631424747,0.06147804631424747,0.0
2025-08-14,1,-0.0012064623039871325,-0.0012064623039871325,0.0
