model,annual_return,volatility,sharpe,max_drawdown,avg_turnover,start,end,days
CURRENT_BEST_WITH_DIVERGENCE_ALERTS,0.5977894224946094,0.19303930978197603,3.0967237873455384,-0.11587646986448263,1.0764244950131194,2023-10-18,2026-07-13,684
