date,source_model,daily_original_034_return,daily_use_expanded,daily_source_switch_cost,daily_corrected_034_return,switch_transition,switch_gross_source_switch_turnover,switch_gross_source_switch_cost,switch_selected_source_cost_already_embedded_on_transition_date,switch_missing_source_switch_cost,switch_same_day_internal_rebalance,switch_method,feature_growth_strength,feature_soxx_strength,feature_risk_off_strength,feature_crash_pressure,feature_score_gap,feature_total_budget,feature_conviction_scale,feature_allowed_TQQQ_saved,weight_BIL,asset_return_BIL,weight_ERX,asset_return_ERX,weight_FEZ,asset_return_FEZ,weight_GLD,asset_return_GLD,weight_IEF,asset_return_IEF,weight_IWM,asset_return_IWM,weight_QQQM,asset_return_QQQM,weight_SOXL,asset_return_SOXL,weight_SOXX,asset_return_SOXX,weight_TLT,asset_return_TLT,weight_TNA,asset_return_TNA,weight_TQQQ,asset_return_TQQQ,weight_UXI,asset_return_UXI,weight_XLB,asset_return_XLB,weight_XLE,asset_return_XLE,weight_XLF,asset_return_XLF,weight_XLI,asset_return_XLI,weight_XLP,asset_return_XLP,weight_XLRE,asset_return_XLRE,weight_XLU,asset_return_XLU,weight_XLV,asset_return_XLV,weight_XSOE,asset_return_XSOE
2024-06-06,022F_BASE,-0x1.0d5a717dfb3a9p-10,False,0x1.cc5512c03351cp-11,-0x1.f384fade14e38p-10,EXPANDED_CANDIDATE->022F_BASE,0x1.c18b144fb23c0p-1,0x1.cc5512c03351cp-11,0x0.0p+0,0x1.cc5512c03351cp-11,False,"0.5*L1(previous final 034 weights,new final 034 weights); subtract selected-source cost already embedded that date",0x1.ea484bb0303dfp-1,0x1.05213d00b5833p+0,-0x1.219f536eb64b8p-1,0x1.4944af81bfa66p-1,0x1.7e78bc0e38479p-6,0x1.88154157ff05ap-2,0x1.9fda771400677p-1,True,0x0.0p+0,0x1.ca2c6b6cd8000p-14,0x0.0p+0,0x1.66c543d220580p-7,0x0.0p+0,0x1.31d95b43de700p-8,0x0.0p+0,0x1.e46662ecf2400p-8,0x0.0p+0,-0x1.be1f2a8060800p-12,0x0.0p+0,-0x1.d5cf2a47d5700p-8,0x1.8fb9179b8b4b2p-7,-0x1.49a3476c3f000p-13,0x0.0p+0,-0x1.35313cdcc0800p-6,0x1.c1b03a8efcb5ep-4,-0x1.0ca591ae7b240p-7,0x0.0p+0,-0x1.891cd55dc6800p-10,0x0.0p+0,-0x1.5fe18ff4c93e0p-6,0x1.e97c8f05cade6p-2,-0x1.36dd491f52400p-10,0x0.0p+0,-0x1.938b2c9a1c6c0p-7,0x1.999999999999ap-2,0x1.214f816ddc800p-10,0x0.0p+0,0x1.56b4c62da0800p-8,0x0.0p+0,-0x1.fba390abc5800p-12,0x0.0p+0,-0x1.852acbc54d480p-8,0x0.0p+0,0x1.9449f4b333000p-9,0x0.0p+0,0x1.9ba37037e3000p-10,0x0.0p+0,-0x1.53600bc38bc80p-7,0x0.0p+0,0x1.af8ff0ac89200p-9,0x0.0p+0,0x1.b0736461aec00p-9
2024-06-07,022F_BASE,-0x1.837cebbfbc394p-8,False,0x0.0p+0,-0x1.837cebbfbc394p-8,,nan,nan,nan,nan,,,0x1.ea484bb0303dfp-1,0x1.05213d00b5833p+0,-0x1.219f536eb64b8p-1,0x1.4944af81bfa66p-1,0x1.7e78bc0e38479p-6,0x1.88154157ff05ap-2,0x1.9fda771400677p-1,True,0x0.0p+0,0x1.cab2353632000p-12,0x0.0p+0,-0x1.109924a59f840p-7,0x0.0p+0,-0x1.ceb888f3ab240p-7,0x0.0p+0,-0x1.24514e957ca60p-5,0x0.0p+0,-0x1.59574b4fa1f80p-7,0x0.0p+0,-0x1.80ac2a4d97dc0p-7,0x1.bca24a1ccec15p-3,-0x1.d362d31f5e400p-11,0x0.0p+0,-0x1.8f608de792380p-7,0x0.0p+0,-0x1.88004cdb25700p-9,0x0.0p+0,-0x1.2c9356acbeb00p-6,0x0.0p+0,-0x1.1f3f2319e9bd0p-5,0x1.88154157ff05ap-2,-0x1.e65fd9e7bc000p-9,0x0.0p+0,0x1.c16d58d42ae00p-9,0x1.999999999999ap-2,-0x1.48c47262dc040p-7,0x0.0p+0,-0x1.0520c3b073e80p-8,0x0.0p+0,0x1.2d934d6e82000p-8,0x0.0p+0,0x1.16e57a4901c00p-10,0x0.0p+0,-0x1.47783357ab880p-8,0x0.0p+0,-0x1.00dfcae2bd600p-7,0x0.0p+0,-0x1.64d1f29357080p-7,0x0.0p+0,0x1.1eb29cb7f0000p-10,0x0.0p+0,-0x1.639702d6d5b40p-7
2024-06-10,022F_BASE,0x1.1295398ff40c9p-8,False,0x0.0p+0,0x1.1295398ff40c9p-8,,nan,nan,nan,nan,,,0x1.ea484bb0303dfp-1,0x1.05213d00b5833p+0,-0x1.219f536eb64b8p-1,0x1.4944af81bfa66p-1,0x1.7e78bc0e38479p-6,0x1.88154157ff05ap-2,0x1.9fda771400677p-1,True,0x0.0p+0,0x1.ca1d2c1e52000p-13,0x0.0p+0,0x1.d7f815f144c00p-7,0x0.0p+0,-0x1.a3f1a93acc780p-8,0x0.0p+0,0x1.2c6c470dd4580p-7,0x0.0p+0,-0x1.1a024d1710c00p-9,0x0.0p+0,0x1.c17c019c23a00p-9,0x1.bca24a1ccec15p-3,0x1.01f84de8d7800p-8,0x0.0p+0,0x1.4880627b4a160p-5,0x0.0p+0,0x1.d85dd0dcf3880p-7,0x0.0p+0,-0x1.b4ec51d277100p-8,0x0.0p+0,0x1.4738fb786eb80p-7,0x1.88154157ff05ap-2,0x1.5a9c71c351800p-7,0x0.0p+0,0x1.08a9ef0d8cf00p-8,0x1.999999999999ap-2,-0x1.06b652ed29200p-10,0x0.0p+0,0x1.ef36da7323200p-8,0x0.0p+0,-0x1.f99bb8a423400p-9,0x0.0p+0,0x1.9725225dfdc00p-9,0x0.0p+0,-0x1.9518db2108c00p-11,0x0.0p+0,0x1.47eee49428c00p-8,0x0.0p+0,0x1.a5a8444344280p-7,0x0.0p+0,0x1.e35db63dfda00p-9,0x0.0p+0,0x1.882ba0c717c00p-8
2024-06-11,022F_BASE,0x1.2b162e789ac64p-7,False,0x0.0p+0,0x1.2b162e789ac64p-7,,nan,nan,nan,nan,,,0x1.ea484bb0303dfp-1,0x1.05213d00b5833p+0,-0x1.219f536eb64b8p-1,0x1.4944af81bfa66p-1,0x1.7e78bc0e38479p-6,0x1.88154157ff05ap-2,0x1.9fda771400677p-1,True,0x0.0p+0,0x1.ca9610090c000p-14,0x0.0p+0,-0x1.7a5876aee0d00p-8,0x0.0p+0,-0x1.9a3959f15cd00p-7,0x0.0p+0,0x1.766bf24a1e800p-9,0x0.0p+0,0x1.5a39c905ace00p-8,0x0.0p+0,-0x1.bfe5c21dc3900p-9,0x1.bca24a1ccec15p-3,0x1.c444325474d00p-8,0x0.0p+0,0x1.0b3c87f33e900p-8,0x0.0p+0,0x1.af346a88ad000p-11,0x0.0p+0,0x1.52e6402d55c00p-7,0x0.0p+0,-0x1.94fc96c040a40p-7,0x1.88154157ff05ap-2,0x1.522b4a6aa5800p-6,0x0.0p+0,-0x1.6cfcb0bbe59c0p-7,0x1.999999999999ap-2,-0x1.5ec2257382000p-12,0x0.0p+0,-0x1.0437de7557b00p-9,0x0.0p+0,-0x1.74b9d71416fc0p-7,0x0.0p+0,-0x1.75da93fae7800p-8,0x0.0p+0,-0x1.0e4ab37929000p-11,0x0.0p+0,-0x1.9c29ea191ce00p-9,0x0.0p+0,-0x1.8dca8a689a680p-8,0x0.0p+0,-0x1.10023008a7b80p-8,0x0.0p+0,-0x1.5a84bd7383300p-9
2024-06-12,022F_BASE,0x1.31caebb9fab6fp-6,False,0x0.0p+0,0x1.31caebb9fab6fp-6,,nan,nan,nan,nan,,,0x1.ea484bb0303dfp-1,0x1.05213d00b5833p+0,-0x1.219f536eb64b8p-1,0x1.4944af81bfa66p-1,0x1.7e78bc0e38479p-6,0x1.88154157ff05ap-2,0x1.9fda771400677p-1,True,0x0.0p+0,0x1.c9c5e96872000p-13,0x0.0p+0,-0x1.6042d673c5120p-6,0x0.0p+0,0x1.2afb16a799840p-6,0x0.0p+0,0x1.5ce080cd13600p-9,0x0.0p+0,0x1.6d81e294f1900p-8,0x0.0p+0,0x1.f7041ddc00a00p-7,0x1.bca24a1ccec15p-3,0x1.a7a2856adf300p-7,0x0.0p+0,0x1.580b2877a2d40p-4,0x0.0p+0,0x1.cdd30670656c0p-6,0x0.0p+0,0x1.ec6b5d9ac6e00p-8,0x0.0p+0,0x1.7c715e35a86c0p-5,0x1.88154157ff05ap-2,0x1.430a4a12e01a0p-5,0x0.0p+0,0x1.5257872a66200p-6,0x1.999999999999ap-2,0x1.f0f9210522000p-10,0x0.0p+0,-0x1.5f40c5eb4aa40p-7,0x0.0p+0,-0x1.00a084c035200p-10,0x0.0p+0,0x1.3789e1dec8500p-7,0x0.0p+0,-0x1.671db14c99b40p-7,0x0.0p+0,0x1.d12b81a2f2900p-8,0x0.0p+0,-0x1.ac29c93f94d80p-8,0x0.0p+0,-0x1.159ef35244c00p-9,0x0.0p+0,0x1.664ba79aaee00p-7
2024-06-13,022F_BASE,0x1.a734e157a76d3p-8,False,0x0.0p+0,0x1.a734e157a76d3p-8,,nan,nan,nan,nan,,,0x1.ea484bb0303dfp-1,0x1.05213d00b5833p+0,-0x1.219f536eb64b8p-1,0x1.4944af81bfa66p-1,0x1.7e78bc0e38479p-6,0x1.88154157ff05ap-2,0x1.9fda771400677p-1,True,0x0.0p+0,0x1.ca0df943a4000p-14,0x0.0p+0,-0x1.1e6cf13a90620p-6,0x0.0p+0,-0x1.6fcc5567c66c0p-6,0x0.0p+0,-0x1.0b1067ac89500p-7,0x0.0p+0,0x1.b15b2329efd00p-8,0x0.0p+0,-0x1.1e4fd79557d40p-7,0x1.bca24a1ccec15p-3,0x1.6e26f46eeb400p-8,0x0.0p+0,0x1.2a8cd7c80c060p-5,0x0.0p+0,0x1.64302c9d73700p-7,0x0.0p+0,0x1.e1ad6591cc400p-7,0x0.0p+0,-0x1.b7c14dac292a0p-6,0x1.88154157ff05ap-2,0x1.05d618c68bfc0p-6,0x0.0p+0,-0x1.c40ad3cad7640p-7,0x1.999999999999ap-2,-0x1.5e06aa2afb000p-12,0x0.0p+0,-0x1.2c2644112f800p-7,0x0.0p+0,-0x1.8171cd3c5ec00p-11,0x0.0p+0,-0x1.a45731e896180p-8,0x0.0p+0,0x1.55c55b330e000p-10,0x0.0p+0,0x1.4505d1c2a6b00p-8,0x0.0p+0,0x1.2bcee03158600p-9,0x0.0p+0,-0x1.aecee91992400p-11,0x0.0p+0,-0x1.ad9726caf1c00p-10
2024-06-14,022F_BASE,0x1.70a2bdb8d3066p-9,False,0x0.0p+0,0x1.70a2bdb8d3066p-9,,nan,nan,nan,nan,,,0x1.ea484bb0303dfp-1,0x1.05213d00b5833p+0,-0x1.219f536eb64b8p-1,0x1.4944af81bfa66p-1,0x1.7e78bc0e38479p-6,0x1.88154157ff05ap-2,0x1.9fda771400677p-1,True,0x0.0p+0,0x1.1e34870204800p-11,0x0.0p+0,-0x1.00c01794c6840p-6,0x0.0p+0,-0x1.adfed1f450a80p-6,0x0.0p+0,0x1.a8a88ce9a9a80p-7,0x0.0p+0,0x1.318ece5a5be00p-9,0x0.0p+0,-0x1.046fc492afac0p-6,0x1.bca24a1ccec15p-3,0x1.5169b11bf8c00p-8,0x0.0p+0,-0x1.9931fba77e680p-7,0x0.0p+0,-0x1.d78c23d3c6000p-9,0x0.0p+0,0x1.13be2e3414f00p-7,0x0.0p+0,-0x1.89b7d70317070p-5,0x1.88154157ff05ap-2,0x1.db167841d7700p-7,0x0.0p+0,-0x1.73c8a70b961e0p-6,0x1.999999999999ap-2,-0x1.2ed50fa81dd40p-7,0x0.0p+0,-0x1.e7a2d1f83c980p-8,0x0.0p+0,-0x1.a1daeeec63200p-9,0x0.0p+0,-0x1.4956208f64c40p-7,0x0.0p+0,0x1.ddc764c193c00p-10,0x0.0p+0,0x1.9889addac8000p-11,0x0.0p+0,-0x1.3dce89b4e9300p-9,0x0.0p+0,-0x1.671f2c545d000p-12,0x0.0p+0,0x1.2d3567aa0f200p-9
2024-06-17,022F_BASE,0x1.3fc938e51ad43p-6,False,0x0.0p+0,0x1.3fc938e51ad43p-6,,nan,nan,nan,nan,,,0x1.ea484bb0303dfp-1,0x1.05213d00b5833p+0,-0x1.219f536eb64b8p-1,0x1.4944af81bfa66p-1,0x1.7e78bc0e38479p-6,0x1.88154157ff05ap-2,0x1.9fda771400677p-1,True,0x0.0p+0,0x1.cae5eae368000p-14,0x0.0p+0,0x1.0fb4ddadc1f00p-8,0x0.0p+0,0x1.f40806b5e0780p-7,0x0.0p+0,-0x1.543d789d92f80p-8,0x0.0p+0,-0x1.30d18e54d3380p-8,0x0.0p+0,0x1.135bd5bcffd80p-7,0x1.bca24a1ccec15p-3,0x1.9222c73639080p-7,0x0.0p+0,0x1.5e4e5cbe46720p-5,0x0.0p+0,0x1.02b8e52901f40p-6,0x0.0p+0,-0x1.455beba3bd140p-7,0x0.0p+0,0x1.98e60918d2dc0p-6,0x1.88154157ff05ap-2,0x1.291bb66b61140p-5,0x0.0p+0,0x1.7734fd54cf9c0p-6,0x1.999999999999ap-2,0x1.e6187e203f400p-8,0x0.0p+0,0x1.565ca874a7400p-9,0x0.0p+0,0x1.223494dbdd800p-7,0x0.0p+0,0x1.6a6f88bd3b580p-7,0x0.0p+0,0x1.36dca4689c380p-7,0x0.0p+0,-0x1.542b48bef8980p-8,0x0.0p+0,-0x1.68c47881f38c0p-7,0x0.0p+0,-0x1.0d93767887200p-10,0x0.0p+0,0x1.c2ca2dac52000p-8
2024-06-18,022F_BASE,-0x1.7ceb3268631f3p-13,False,0x0.0p+0,-0x1.7ceb3268631f3p-13,,nan,nan,nan,nan,,,0x1.ea484bb0303dfp-1,0x1.05213d00b5833p+0,-0x1.219f536eb64b8p-1,0x1.4944af81bfa66p-1,0x1.7e78bc0e38479p-6,0x1.88154157ff05ap-2,0x1.9fda771400677p-1,True,0x0.0p+0,0x1.c9b460efbc000p-13,0x0.0p+0,0x1.4a1e0e52cc480p-7,0x0.0p+0,0x1.99582dc9a1a00p-9,0x0.0p+0,0x1.069edd7726200p-8,0x0.0p+0,0x1.1d579e7de0000p-8,0x0.0p+0,0x1.c9e038c8a7c00p-10,0x1.bca24a1ccec15p-3,0x1.3b61130740000p-12,0x0.0p+0,0x1.4ff0ed7de9120p-5,0x0.0p+0,0x1.a13ff37854080p-7,0x0.0p+0,0x1.2ca7127f8a380p-7,0x0.0p+0,0x1.257865846b100p-8,0x1.88154157ff05ap-2,0x1.10dbbadda8000p-11,0x0.0p+0,0x1.3bdb153b20f00p-7,0x1.999999999999ap-2,-0x1.2462be7858a00p-10,0x0.0p+0,0x1.12b9c8ce63700p-8,0x0.0p+0,0x1.9f7e23d650500p-8,0x0.0p+0,0x1.611d7399e3b00p-8,0x0.0p+0,0x1.5179ced44c000p-10,0x0.0p+0,0x1.00728917a9200p-8,0x0.0p+0,0x1.c6da55685a000p-12,0x0.0p+0,0x1.55cb26e20ac00p-10,0x0.0p+0,0x1.ea5940c60f000p-8
2024-06-20,022F_BASE,-0x1.ef53db2578772p-8,False,0x0.0p+0,-0x1.ef53db2578772p-8,,nan,nan,nan,nan,,,0x1.ea484bb0303dfp-1,0x1.05213d00b5833p+0,-0x1.219f536eb64b8p-1,0x1.4944af81bfa66p-1,0x1.7e78bc0e38479p-6,0x1.88154157ff05ap-2,0x1.9fda771400677p-1,True,0x0.0p+0,0x1.c99acfb164000p-13,0x0.0p+0,0x1.26ad073472ea0p-5,0x0.0p+0,0x1.3212232c2fe00p-9,0x0.0p+0,0x1.99164cd031c00p-7,0x0.0p+0,-0x1.4c9b5ba644400p-9,0x0.0p+0,-0x1.157ecef2f6680p-8,0x1.bca24a1ccec15p-3,-0x1.fcbefb556f380p-8,0x0.0p+0,-0x1.47bae526310b0p-4,0x0.0p+0,-0x1.bcdc58869e8a0p-6,0x0.0p+0,-0x1.b47de1bba6780p-8,0x0.0p+0,-0x1.dac412d15b000p-7,0x1.88154157ff05ap-2,-0x1.81a244c66baa0p-6,0x0.0p+0,0x1.0661ac8c23800p-8,0x1.999999999999ap-2,0x1.0772156f2a400p-10,0x0.0p+0,0x1.2d48f79c769c0p-6,0x0.0p+0,0x1.5d58a36eb3200p-8,0x0.0p+0,0x1.5497fde6e3000p-11,0x0.0p+0,-0x1.1e7820a524c00p-9,0x0.0p+0,-0x1.54a00a74b8b00p-9,0x0.0p+0,0x1.1c1f09bedb480p-7,0x0.0p+0,0x1.af263a136d000p-9,0x0.0p+0,-0x1.d18b4682c6700p-9
2024-06-21,022F_BASE,-0x1.17cb5b5349d94p-8,False,0x0.0p+0,-0x1.17cb5b5349d94p-8,,nan,nan,nan,nan,,,0x1.26389429326a3p+0,0x1.75b645b87fc3ep-1,-0x1.daabd8e5172adp-2,0x1.c715780ebcee9p+0,0x1.198f0d876631cp-9,0x1.27ef20e4c36fep-2,0x1.a73caae33a895p-1,True,0x0.0p+0,0x1.56f02e7276000p-12,0x0.0p+0,-0x1.a813ce77f05c0p-7,0x0.0p+0,-0x1.17e7835468e40p-7,0x0.0p+0,-0x1.fbaeb37eea780p-7,0x0.0p+0,0x1.bca6615ffa000p-13,0x0.0p+0,0x1.270f676937000p-9,0x1.bca24a1ccec15p-3,-0x1.7fb9673488600p-9,0x0.0p+0,-0x1.f0d08d336eae0p-6,0x0.0p+0,-0x1.3f935fc15cc40p-7,0x0.0p+0,0x0.0p+0,0x0.0p+0,0x1.aa270246fc500p-8,0x1.88154157ff05ap-2,-0x1.2d19045b7fa40p-7,0x0.0p+0,-0x1.920b6fbb3f800p-10,0x1.999999999999ap-2,0x1.d3cb7a69d8000p-14,0x0.0p+0,-0x1.7985941fe9100p-8,0x0.0p+0,-0x1.f9762720a4d00p-9,0x0.0p+0,-0x1.148c6e1b78500p-9,0x0.0p+0,0x1.955bab596e000p-11,0x0.0p+0,0x1.55833e5c1ec00p-9,0x0.0p+0,-0x1.80f7af5405380p-8,0x0.0p+0,0x1.6f1812e650200p-9,0x0.0p+0,-0x1.14141ee0e6100p-8
2024-06-24,022F_BASE,-0x1.9987f0703ec07p-7,False,0x0.0p+0,-0x1.9987f0703ec07p-7,,nan,nan,nan,nan,,,0x1.26389429326a3p+0,0x1.75b645b87fc3ep-1,-0x1.daabd8e5172adp-2,0x1.c715780ebcee9p+0,0x1.198f0d876631cp-9,0x1.27ef20e4c36fep-2,0x1.a73caae33a895p-1,True,0x0.0p+0,0x1.c95af68446000p-13,0x0.0p+0,0x1.a478ae1dbe180p-5,0x0.0p+0,0x1.301c241d9ff00p-7,0x0.0p+0,0x1.035cf232e7e00p-8,0x0.0p+0,0x1.bc6b060f2c800p-11,0x0.0p+0,0x1.1c96af9d2ab00p-8,0x1.3e774581a2f67p-2,-0x1.688a1a908a400p-7,0x0.0p+0,-0x1.5e7b8ba71bc90p-4,0x0.0p+0,-0x1.d3aec223638a0p-6,0x0.0p+0,0x1.0911a57e2b800p-8,0x0.0p+0,0x1.a768f273f5e80p-7,0x1.27ef20e4c36fep-2,-0x1.1578b836cb5d0p-5,0x0.0p+0,0x1.2e051f1837a00p-8,0x0.0p+0,0x1.a663f9bf47b00p-8,0x0.0p+0,0x1.9d1e5fbf05040p-6,0x0.0p+0,0x1.50b2c2f2c0800p-7,0x1.999999999999ap-2,0x1.169e0cb882400p-8,0x0.0p+0,0x1.5d6950aa6dd00p-7,0x0.0p+0,0x1.ba272fa47c600p-8,0x0.0p+0,0x1.aed15e0930480p-7,0x0.0p+0,0x1.7e4405688b000p-8,0x0.0p+0,0x0.0p+0
2024-06-25,022F_BASE,0x1.022c70ba3bd5fp-7,False,0x0.0p+0,0x1.022c70ba3bd5fp-7,,nan,nan,nan,nan,,,0x1.26389429326a3p+0,0x1.75b645b87fc3ep-1,-0x1.daabd8e5172adp-2,0x1.c715780ebcee9p+0,0x1.198f0d876631cp-9,0x1.27ef20e4c36fep-2,0x1.a73caae33a895p-1,True,0x0.0p+0,0x0.0p+0,0x0.0p+0,0x1.711b11c363400p-9,0x0.0p+0,0x1.9fa23854ac000p-11,0x0.0p+0,-0x1.453488551df80p-8,0x0.0p+0,0x1.bc510f6b9b800p-11,0x0.0p+0,-0x1.ade7ba19c5500p-9,0x1.3e774581a2f67p-2,0x1.74f375045b480p-7,0x0.0p+0,0x1.58111a5520600p-5,0x0.0p+0,0x1.f7b57751fa200p-7,0x0.0p+0,0x1.bc801f48c1000p-10,0x0.0p+0,-0x1.580a519995680p-7,0x1.27ef20e4c36fep-2,0x1.1185a485cd440p-5,0x0.0p+0,-0x1.36a508907d620p-6,0x0.0p+0,-0x1.a008184e84480p-7,0x0.0p+0,0x1.2d8b8a77a2200p-9,0x0.0p+0,-0x1.e87d5fa7e7800p-8,0x1.999999999999ap-2,-0x1.1791acd301cc0p-7,0x0.0p+0,-0x1.a4995803c9b00p-8,0x0.0p+0,-0x1.cd66af0c52840p-7,0x0.0p+0,-0x1.361b2a99bc9c0p-7,0x0.0p+0,-0x1.99ed243296200p-9,0x0.0p+0,0x0.0p+0
2024-06-26,022F_BASE,0x1.c60bc9a624faap-11,False,0x0.0p+0,0x1.c60bc9a624faap-11,,nan,nan,nan,nan,,,0x1.26389429326a3p+0,0x1.75b645b87fc3ep-1,-0x1.daabd8e5172adp-2,0x1.c715780ebcee9p+0,0x1.198f0d876631cp-9,0x1.27ef20e4c36fep-2,0x1.a73caae33a895p-1,True,0x0.0p+0,0x1.ca045e2d70000p-14,0x0.0p+0,-0x1.4793da2bd7d60p-6,0x0.0p+0,-0x1.0a0a412434940p-7,0x0.0p+0,-0x1.2e637c1f00140p-7,0x0.0p+0,-0x1.8b40e5720e780p-8,0x0.0p+0,-0x1.5a6628f608b00p-9,0x1.3e774581a2f67p-2,0x1.1db521280da00p-9,0x0.0p+0,-0x1.3420797756800p-7,0x0.0p+0,-0x1.feb5ee6114e00p-9,0x0.0p+0,-0x1.d41d931a2ff00p-7,0x0.0p+0,-0x1.cd230194d6680p-8,0x1.27ef20e4c36fep-2,0x1.9a1230b4f7700p-8,0x0.0p+0,-0x1.bd833b4d4c700p-9,0x0.0p+0,-0x1.62deaeadfe000p-11,0x0.0p+0,-0x1.42584d2f43fc0p-7,0x0.0p+0,-0x1.9cc8692ec1080p-8,0x1.999999999999ap-2,-0x1.627ca6d670c00p-9,0x0.0p+0,-0x1.0ee60fcdcc400p-9,0x0.0p+0,-0x1.5aae6be9f4800p-10,0x0.0p+0,-0x1.131fb33117080p-8,0x0.0p+0,-0x1.d0d147a20fc00p-9,0x0.0p+0,-0x1.56e820350e800p-11
2024-06-27,022F_BASE,0x1.9d66d74c1c7e3p-9,False,0x0.0p+0,0x1.9d66d74c1c7e3p-9,,nan,nan,nan,nan,,,0x1.26389429326a3p+0,0x1.75b645b87fc3ep-1,-0x1.daabd8e5172adp-2,0x1.c715780ebcee9p+0,0x1.198f0d876631cp-9,0x1.27ef20e4c36fep-2,0x1.a73caae33a895p-1,True,0x0.0p+0,0x1.c934a741fe000p-13,0x0.0p+0,0x1.3c64e56be6800p-8,0x0.0p+0,0x1.a2c9bb1f4a000p-13,0x0.0p+0,0x1.737d06513d980p-7,0x0.0p+0,0x1.24fee38fc2a00p-9,0x0.0p+0,0x1.4c8cad92c3f80p-7,0x1.3e774581a2f67p-2,0x1.44dda5a8d9400p-9,0x0.0p+0,-0x1.251aca409adc0p-6,0x0.0p+0,-0x1.5078546838d00p-8,0x0.0p+0,0x1.0454163d7a800p-8,0x0.0p+0,0x1.d9b018ec9dc80p-6,0x1.27ef20e4c36fep-2,0x1.db473a8328f00p-8,0x0.0p+0,-0x1.ec1f923aab200p-10,0x0.0p+0,-0x1.71e08e5dcb300p-9,0x0.0p+0,0x1.2fdd8b0ca8200p-9,0x0.0p+0,-0x1.3f76a6dd0a200p-10,0x1.999999999999ap-2,0x1.181600caf1400p-10,0x0.0p+0,-0x1.17fa6d0a0e680p-8,0x0.0p+0,0x1.270df331a9900p-7,0x0.0p+0,0x1.c93ec217b7800p-10,0x0.0p+0,-0x1.ae90b927f9e00p-10,0x0.0p+0,0x1.01592ef788e00p-9
2024-06-28,022F_BASE,-0x1.8e49f90a293b0p-8,False,0x0.0p+0,-0x1.8e49f90a293b0p-8,,nan,nan,nan,nan,,,0x1.26389429326a3p+0,0x1.75b645b87fc3ep-1,-0x1.daabd8e5172adp-2,0x1.c715780ebcee9p+0,0x1.198f0d876631cp-9,0x1.27ef20e4c36fep-2,0x1.a73caae33a895p-1,True,0x0.0p+0,0x1.56d45b34af000p-12,0x0.0p+0,0x1.217dd3cf62780p-7,0x0.0p+0,-0x1.6e483e89a3200p-10,0x0.0p+0,0x1.85f8bbddf4000p-14,0x0.0p+0,-0x1.5c0d7a9a52400p-8,0x0.0p+0,0x1.0d35158f5e300p-8,0x1.3e774581a2f67p-2,-0x1.651de61ca7800p-8,0x0.0p+0,0x1.db12b6192afc0p-6,0x0.0p+0,0x1.4b7d8fd5b4a00p-7,0x0.0p+0,-0x1.30d62500ca8e0p-6,0x0.0p+0,0x1.4dff4544e2700p-7,0x1.27ef20e4c36fep-2,-0x1.01c6f824c4e40p-6,0x0.0p+0,0x1.71c75ce018600p-9,0x0.0p+0,-0x1.64117160dd800p-12,0x0.0p+0,0x1.f9375a2c46c00p-9,0x0.0p+0,0x1.bfe3e390c4000p-9,0x1.999999999999ap-2,0x1.ae5125aabf000p-12,0x0.0p+0,-0x1.21aa7fb030800p-8,0x0.0p+0,0x1.0a9dbad52cd80p-7,0x0.0p+0,-0x1.6e251e5778bc0p-7,0x0.0p+0,-0x1.af6a61fe6a400p-11,0x0.0p+0,0x1.565b8d698f000p-12
2024-07-01,022F_BASE,0x1.35a3ecdb873d7p-9,False,0x0.0p+0,0x1.35a3ecdb873d7p-9,,nan,nan,nan,nan,,,0x1.26389429326a3p+0,0x1.75b645b87fc3ep-1,-0x1.daabd8e5172adp-2,0x1.c715780ebcee9p+0,0x1.198f0d876631cp-9,0x1.27ef20e4c36fep-2,0x1.a73caae33a895p-1,True,0x0.0p+0,0x1.6f5a827d77000p-12,0x0.0p+0,0x1.422a89c21c000p-12,0x0.0p+0,0x1.6ec8bfda57b00p-7,0x0.0p+0,0x1.5563872c78600p-9,0x0.0p+0,-0x1.e7d875d017080p-8,0x0.0p+0,-0x1.12903a799cfc0p-7,0x1.3e774581a2f67p-2,0x1.959ecb259b400p-8,0x0.0p+0,0x0.0p+0,0x0.0p+0,-0x1.535cd20780000p-15,0x0.0p+0,-0x1.1ac4c67fd8880p-6,0x0.0p+0,-0x1.84b65940201e0p-6,0x1.27ef20e4c36fep-2,0x1.0c8ddf24a0f00p-6,0x0.0p+0,-0x1.6163ce8fc20a0p-6,0x0.0p+0,-0x1.f8a370be3b840p-7,0x0.0p+0,0x1.1fa8f199a5000p-11,0x0.0p+0,0x1.1eeec88f6f600p-9,0x1.999999999999ap-2,-0x1.603b411caf4c0p-7,0x0.0p+0,-0x1.ce1e1e0047a00p-8,0x0.0p+0,-0x1.3ba7a740c0e40p-7,0x0.0p+0,-0x1.c40a8d8852b00p-8,0x0.0p+0,-0x1.70b472414b480p-8,0x0.0p+0,0x1.5658d50847000p-10
