date,turnover,raw_budget,total_budget_before_vol,realized_vol_now,vol_scale,total_budget_before_conviction,total_budget,tech_state,industrial_state,energy_state,transition_instability_z,opportunity_stability_z,leader_flip_4,signal_entropy,danger_transition,score_gap_inferred,instability_penalty,opportunity_bonus,conviction_scale,score_TQQQ,score_UXI,score_ERX,target_TQQQ,target_UXI,target_ERX,allowed_TQQQ,allowed_UXI,allowed_ERX,exec_w_TQQQ,exec_w_UXI,exec_w_ERX,exec_w_QQQM,exec_w_XLE,exec_w_XSOE,exec_w_XLI,exec_w_XLB,exec_w_BIL,budget_reason
2025-06-23,1.117207824051929,0.5054823146642333,0.5054823146642333,0.17539933756814574,1.0,0.5054823146642333,0.433491589892468,0.9347598307342582,0.039901359079165345,0.7560444214550435,-0.5659224972055085,0.8394138251982968,0.25,0.37561496315083553,0.39020882219255515,0.0048769868359147,0.3301729091177905,0.6432306386761444,0.857580131523325,0.0,0.0,0.2637693285055591,0.0,0.0,0.25,False,False,True,0.0,0.0,0.25,0.0,0.35,0.0,0.0,0.4,0.0,
2025-07-08,1.2,0.5845865377020026,0.5845865377020026,0.14871291233971567,1.0,0.5845865377020026,0.5222147274642923,1.0845083788535004,0.7550989979241663,0.15899086392421785,-0.7469220322428614,0.8314988547763595,0.5,0.37561496315083553,0.0,0.0009390325170613,0.2821842811601215,0.6414122198274119,0.8933061125853281,2.1056354735668754,0.0,0.0,0.5222147274642923,0.0,0.0,True,False,False,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,
2025-07-22,0.8,0.44844843744599305,0.44844843744599305,0.09342090752333096,1.0,0.44844843744599305,0.3920714304962197,0.4801744674696866,0.9340482057857139,-0.5730350839770623,-0.5699750658421971,0.6100847059461348,0.5,0.37561496315083553,0.0,0.0015366895856996,0.32905354817793686,0.5890609388249456,0.8742843050789694,0.0,0.5228954258514286,0.0,0.0,0.35,0.0,False,True,False,0.0,0.35,0.0,0.0,0.0,0.0,0.050000000000000044,0.6,0.0,
2025-08-05,2.0,0.21608705351127197,0.21608705351127197,0.10277316961428143,1.0,0.21608705351127197,0.15963288423465247,-0.03565178595491221,-1.2132493385858538,0.04586218711867916,0.4033924570438456,0.00960436804123369,0.5,0.37561496315083553,0.250566676457785,4.614550414305785e-05,0.6234553624711765,0.44018885576042155,0.7387433982773307,0.8465223210676318,0.0,0.07642070619661508,0.1464151043879644,0.0,0.013217779846688073,True,False,True,0.1464151043879644,0.0,0.013217779846688073,0.4535848956120356,0.38678222015331193,0.0,0.0,0.0,0.0,
2025-08-19,1.226435559693376,0.2,0.2,0.10160542634994833,1.0,0.2,0.15724313504341075,-0.47146874579978415,-1.6194671306397848,-0.6667819734409489,-0.17114516846516176,-0.4527958958643348,0.75,0.37561496315083553,0.13991892288502095,0.0019716885036649,0.44672018333915453,0.33119263348519495,0.7862156752170537,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,
2025-09-03,1.2,0.21695678051406778,0.21695678051406778,0.0938153432702915,1.0,0.21695678051406778,0.17157292341473665,-0.3827047266162349,0.06956780514067758,-0.4819604056707225,-0.08374635739058146,-0.44332090856789735,0.75,0.37561496315083553,0.0,2.6528631475026187e-05,0.47385313653127836,0.3332947282272391,0.7908161386254144,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,
2025-09-17,1.2,0.2500269958465991,0.2500269958465991,0.08812733599449453,1.0,0.2500269958465991,0.19824570663449145,0.10010798338639632,-0.1339978876038868,-0.025106749903227202,-0.24909788850125333,-0.08344469568212978,1.0,0.340929858357647,0.0,0.0063046465232129,0.4227797965999851,0.41740271245009475,0.79289720681251,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,
2025-10-01,1.2,0.5707748368954131,0.5707748368954131,0.06293272754304079,1.0,0.5707748368954131,0.39528756373821866,1.3830993475816524,-0.3405075713357863,-0.2808983360895212,0.8784077151288786,1.097867320538058,1.0,0.37561496315083553,0.0,0.0019524521696949,0.7498869870848205,0.7001195730100352,0.6925455331708147,3.7183112767155984,0.0,0.0,0.39528756373821866,0.0,0.0,True,False,False,0.39528756373821866,0.0,0.0,0.20471243626178132,0.4,0.0,0.0,0.0,0.0,
2025-10-15,0.8608470597711108,0.554869758086836,0.554869758086836,0.12812258583128885,1.0,0.554869758086836,0.425711093623774,1.1962978651815526,0.20795291791447754,-0.40570855940765915,0.08192227742959163,0.5181577321803037,0.75,0.37561496315083553,0.17152540680482134,0.0030204347012614,0.5255783636443337,0.5666405751201162,0.7672270608000068,3.3680584972154115,0.0,0.0,0.425711093623774,0.0,0.0,True,False,False,0.425711093623774,0.0,0.0,0.17428890637622596,0.0,0.0,0.0,0.4,0.0,
2025-10-29,0.2339610062865925,0.6188592593552763,0.6188592593552763,0.1386502357137649,1.0,0.6188592593552763,0.5426915967670702,1.5115663225023472,0.059676787296894705,-0.16616037531769742,-0.5126589220085433,1.3693721417895939,0.5,0.340929858357647,0.0,0.0068113962861466,0.3450603753577432,0.7538722366267354,0.8769224804561266,4.6190513304738845,0.0,0.0,0.5426915967670702,0.0,0.0,True,False,False,0.5426915967670702,0.0,0.0,0.15730840323292972,0.0,0.0,0.0,0.3,0.0,
2025-11-12,0.5593541026901527,0.31158296484205594,0.31158296484205594,0.11875147521395538,1.0,0.31158296484205594,0.2630145454219939,0.3463318593682238,-0.20667565455556855,-0.48256907721432846,-0.3980919203053561,0.42099307103555667,0.25,0.37561496315083553,0.30673115087203584,0.0007184953271742,0.3781013395560548,0.5426444130054998,0.8441236367184521,1.4194977890523357,0.0,0.0,0.2630145454219939,0.0,0.0,True,False,False,0.2630145454219939,0.0,0.0,0.3369854545780061,0.0,0.0,0.0,0.4,0.0,
2025-11-26,1.2,0.15383727369663688,0.15383727369663688,0.14128153475922545,1.0,0.15383727369663688,0.0927623348769526,-0.9389755082117175,0.19371383742975884,-0.7199800890880386,0.7486006813667092,-0.9874672074366098,0.25,0.37561496315083553,1.368696835048171,0.0002582768065327,0.7182405507375211,0.22487716261833637,0.6029899818679673,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,
2025-12-11,1.2,0.39060613953105394,0.39060613953105394,0.12657839840179735,1.0,0.39060613953105394,0.3028701712153753,0.35609500230784263,0.6658238895409327,-0.5242897791574571,0.3226469385547642,0.2663120850083694,0.5,0.37561496315083553,0.0,0.0013286883863712,0.5994823441919647,0.5040779308297746,0.7753850760743011,0.0,0.6555954669796477,0.0,0.0,0.3028701712153753,0.0,False,True,False,0.0,0.3028701712153753,0.0,0.0,0.0,0.0,0.2971298287846247,0.4,0.0,
