model,annual_return,volatility,sharpe,max_drawdown,avg_turnover,start,end,days
CURRENT_BEST_COMMON,0.5963835485245967,0.19266371633746082,3.0954637430537204,-0.1178706780227331,1.0764244419312785,2023-10-18,2026-07-14,685
FULL_UNIVERSE_EXPECTED_RETURNS_COMMON,0.6844340448018011,0.23938349113068294,2.859153075130643,-0.16822587019243085,1.2975326075964175,2023-10-18,2026-07-14,685
