model,annual_return,volatility,sharpe,max_drawdown,avg_turnover,start,end,days
EXPANDED_EXECUTION_CANDIDATE_SHADOW,0.7023194284803909,0.23883783694551916,2.940570210575955,-0.16822521007009072,1.275641317242398,2023-10-18,2026-07-02,678
