model,annual_return,volatility,sharpe,max_drawdown,avg_turnover,start,end,days
CURRENT_BEST_COMMON,0.5903155809615792,0.1929804796887142,3.0589393389102546,-0.11587647060902206,1.076424449067187,2023-10-18,2026-07-10,683
EXPANDED_EXECUTION_CANDIDATE_COMMON,0.6978899191994516,0.2395701870097732,2.913091682693312,-0.16822539728937203,1.297733469032483,2023-10-18,2026-07-10,683
