model,signal_date,latest_data_date,source_input,raw_budget,total_budget_before_vol,realized_vol_now,vol_scale,total_budget_before_conviction,total_budget,tech_state,industrial_state,energy_state,transition_instability_z,opportunity_stability_z,leader_flip_4,signal_entropy,danger_transition,score_gap_inferred,instability_penalty,opportunity_bonus,conviction_scale,score_TQQQ,score_UXI,score_ERX,target_TQQQ,target_UXI,target_ERX,allowed_TQQQ,allowed_UXI,allowed_ERX,top_asset,second_asset,top_score,second_score,score_gap,overlay_fraction,growth_strength,soxx_strength,risk_off_strength,war_strength,industrial_strength,materials_strength,copper_strength,copper_3m_strength,usd_3m_strength,credit_strength,tech_real_economy_divergence,crash_pressure,breakdown_score,adj_pred_QQQM,adj_pred_XLE,adj_pred_XSOE,adj_pred_XLI,adj_pred_XLB,raw_pred_QQQM,raw_pred_XLE,raw_pred_XSOE,raw_pred_XLI,raw_pred_XLB,exec_w_TQQQ,exec_w_UXI,exec_w_ERX,exec_w_QQQM,exec_w_XLE,exec_w_XSOE,exec_w_XLI,exec_w_XLB,exec_w_BIL,signal_w_QQQM,signal_w_XLE,signal_w_XSOE,signal_w_XLI,signal_w_XLB,signal_w_BIL
TRANSITION_CONVICTION_011_LIGHT_EXECUTION,2026-07-28,2026-07-28,model_c_plus_current_best_with_divergence_alerts_latest_recommendation.csv,0.05814061573208312,0.05814061573208312,0.2102274533225938,1.0,0.05814061573208312,0.02907030786604156,-1.692406550117124,-0.13016726309454693,-0.1862430675919237,4.681848118170615,-1.6134110106989743,0.75,0.340929858357647,5.299059336304707,0.0082668452019831,0.9971349780907978,0.13430596605695852,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,XLE,XSOE,0.0127093396248985,0.0044424944229153,0.0082668452019831,0.0,-1.725480655380126,-1.651982643684566,0.9674375370716676,-0.2865277962952672,0.1415036832566898,-0.4126211499797449,-0.6090776286592662,-0.362003811328894,0.7317884409387437,0.409497166007082,-1.4478662534292768,-0.481744737228899,4.0,0.0041407546748542,0.0127093396248985,0.0044424944229153,-4.912680890207621e-05,0.0009919418356287,0.0055894326634654,0.0127093396248985,0.0061094659448066,0.0016922607578269,0.0026365856486506,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0
