model,signal_date,latest_data_date,source_input,raw_budget,total_budget_before_vol,realized_vol_now,vol_scale,total_budget_before_conviction,total_budget,tech_state,industrial_state,energy_state,transition_instability_z,opportunity_stability_z,leader_flip_4,signal_entropy,danger_transition,score_gap_inferred,instability_penalty,opportunity_bonus,conviction_scale,score_TQQQ,score_UXI,score_ERX,target_TQQQ,target_UXI,target_ERX,allowed_TQQQ,allowed_UXI,allowed_ERX,top_asset,second_asset,top_score,second_score,score_gap,overlay_fraction,growth_strength,soxx_strength,risk_off_strength,war_strength,industrial_strength,materials_strength,copper_strength,copper_3m_strength,usd_3m_strength,credit_strength,tech_real_economy_divergence,crash_pressure,adj_pred_QQQM,adj_pred_XLE,adj_pred_XSOE,adj_pred_XLI,adj_pred_XLB,raw_pred_QQQM,raw_pred_XLE,raw_pred_XSOE,raw_pred_XLI,raw_pred_XLB,exec_w_TQQQ,exec_w_UXI,exec_w_ERX,exec_w_QQQM,exec_w_XLE,exec_w_XSOE,exec_w_XLI,exec_w_XLB,exec_w_BIL,signal_w_QQQM,signal_w_XLE,signal_w_XSOE,signal_w_XLI,signal_w_XLB,signal_w_BIL,alert_run_time_utc,alert_status,alert_type,is_early_rebalance_alert,alert_reason,suggested_action,portfolio_diff,portfolio_diff_threshold,score_gap_used_for_alert,score_gap_threshold,cooldown_days_since_last_alert,cooldown_threshold_days,cooldown_ok,portfolio_diff_ok,score_gap_ok,model_script_used,alert_signal_date,alert_top_asset,current_leveraged_weight_before_alert,new_model_leveraged_weight,current_w_TQQQ,new_model_w_TQQQ,current_w_ERX,new_model_w_ERX,current_w_UXI,new_model_w_UXI,current_w_QQQM,new_model_w_QQQM,current_w_XLE,new_model_w_XLE,current_w_XSOE,new_model_w_XSOE,current_w_XLI,new_model_w_XLI,current_w_XLB,new_model_w_XLB,current_w_BIL,new_model_w_BIL
TRANSITION_CONVICTION_011_LIGHT_EXECUTION,2026-07-13,2026-07-13,model_c_plus_current_best_with_divergence_alerts_latest_recommendation.csv,0.2,0.2,0.1809823612928641,1.0,0.2,0.1103910977489467,-0.8874226272039301,-0.2216445887421343,-0.2793343915149196,1.6659418720701582,-0.6198753050577157,0.75,0.3756149631508355,0.9159431959648052,0.0022528712158531,0.8891834403233949,0.2952802490880527,0.5519554887447338,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,XLB,QQQM,0.0077591093315892,0.0055062381157361,0.0022528712158531,0.0,-0.8543240595890069,-0.9278764320666136,-0.2084471100617785,-0.429745217715261,-0.0574488785188842,-0.4615337527210512,-0.5357574722211189,-0.4567372568433911,1.7161820688391367,0.3045352519085347,-0.5119528969886938,-0.3905505822179277,0.0055062381157361,0.0027741548295988,0.0053178528466819,0.0021084790820546,0.0077591093315892,0.0053539704897818,0.0027741548295988,0.0071640966529529,0.0026233337027064,0.0084455821591249,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.6,0.0,2026-07-16T00:51:47+00:00,NO_ALERT,NONE,False,portfolio_diff=1.9000 threshold=1.20; score_gap=0.0023 threshold=0.005; cooldown_days=1004 threshold=5,No early rebalance alert. Follow normal schedule.,1.9,1.2,0.0022528712158531,0.005,1004,5,True,True,False,model_c_plus_transition_conviction_overlay_011_LIGHT_EXECUTION_AND_RIGOROUS_TEST.py,2026-07-13,XLB,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.05,0.4,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.6,0.0,0.0
